User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
GalouGentil,FBI contracts with HackingTeam over the past 10 years,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-contracts-with-hackingteam-over-the-past-10-years-19428/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request under the Freedom of Information Act. I hereby request the following records:

Copies of FBI contracts with HackingTeam and any final reports generated and delivered by HackingTeam to the agency over the past 10 years. Please use the following address when searching for responsive documents:

- HT S.r.l, Via della Moscova n.13, 20121 - Milano, Italy
- HT S.r.l, 1997 Annapolis Exchange Parkway, Suite 300, Annapolis, MD 21401, U.S.A.
- HT S.r.l, UOB Plaza 1, 80 Raffles Place, Level 35-25, Singapore 048624

If retrieving the contracts themselves is too burdensome please provide a list of contracts. Please include any processing notes made in completing this request.

The requested documents will be made available to the general public free of charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

Galou Gentil",1332470-000,False,2172,2102,,,0.00,2015-07-06 04:00:00+00:00,,,fbi-contracts-with-hackingteam-over-the-past-10-years-19428
ShawnMusgrave,FBI: David Trosch,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-david-trosch-2112/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A letter stating the request for reduced or waived fees has been rejected.,,False,3148,3025,,,0.00,2012-11-02 04:00:00+00:00,,,fbi-david-trosch-2112
lknight7676,FBI Dead People Fingerprints,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-dead-people-fingerprints-24011/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any internal correspondence (email, memos, training videos, power-point presentations, etc.) describing possible procedures for or real cases involving the collection of bio-metric data (fingerprints, retina scans, etc.) from deceased suspects or related persons.  One specific example is the use of deceased suspects finger(prints) to unlock encrypted cell phones.",NFP-53917,False,1945,1938,,,0.00,2016-02-18 05:00:00+00:00,,,fbi-dead-people-fingerprints-24011
aobrien,"FBI, Departures from AGG-DOM, DIOM, and Substantial Non-Compliance with DIOG",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-departures-from-agg-dom-diom-and-substantial-non-compliance-with-diog-17969/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2017-05-17,,"1.) Any and all records of the Department of Justice Office of General Counsel relating or referring to requests or approvals or denials of departures from the AGG-DOM dating from September 1, 2001 to present (See Domestic Investigations and Operations Guide 2.6).

2.) Any and all records of the Department of Justice Office of General Counsel relating or referring to requests or approvals or denials of departures from the DIOG dating from September 1, 2001 to present (See Domestic Investigations and Operations Guide 2.7).

3.) Any and all records of the Department of Justice Office of General Counsel relating or referring to non-compliance or substantial non-compliance from the DIOG.",1329134-0,False,2225,1521,,,0.00,2015-05-14 04:00:00+00:00,2015-06-12,,fbi-departures-from-agg-dom-diom-and-substantial-non-compliance-with-diog-17969
DroneCensus2013,FBI Drone Procedures,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-drone-procedures-9449/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"SOP EC dated 10/28/2010
SOP ED dated 11/10/2010 (or 11/10/2011)
Bureau Aviation Regulations Manual (2011 and 2013)

These procedures are noted in documents released in 1218544-00.",,False,2750,2695,,,20.00,2013-12-05 05:00:00+00:00,,,fbi-drone-procedures-9449
runa,FBI file for Abu Bilal,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-for-abu-bilal-13524/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,FBI file for Abu Bilal,1299953-000,False,2459,2451,,,0.00,2014-09-22 04:00:00+00:00,,,fbi-file-for-abu-bilal-13524
genderpizza,FBI file for Kat Yang,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-for-kat-yang-18016/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2015-06-25,,"All files, reports, records, etc. related to Kat Yang-Stevens, who has given me permission seek such record. Please consult all cross reference indices in addition to the Central Records System .

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.",,False,2221,2213,,,0.00,2015-05-18 04:00:00+00:00,2015-06-16,2015-05-21 00:00:00+00:00,fbi-file-for-kat-yang-18016
DoxJunky,FBI File of Scientology Dirty Tricks Private Investigator Richard Bast,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-of-scientology-dirty-tricks-private-investigator-richard-bast-16468/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All documents on, about, mentioning, or concerning the private investigator Richard Lee Bast (October 18, 1932 - March 21, 2001), Social Security No. 578-40-9899 and the companies he founded in the greater Washington, DC area known as Redex Corporation (1970s) and International Investigations, Inc. (1980-90s). Death record: http://death-records.mooseroots.com/l/177174407/Richard-L-Bast

Please search the cross-reference and ELSUR indices, in addition to the Central Records System, when identifying responsive documents for this request.",1323792-000,False,2295,1737,Scientology is Fair Game,"guardians office,litigation,scientology",310.00,2015-03-05 05:00:00+00:00,,,fbi-file-of-scientology-dirty-tricks-private-investigator-richard-bast-16468
DoxJunky,FBI File of Scientology Private Investigator Richard Bast,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-of-scientology-private-investigator-richard-bast-28204/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2018-07-27,,"Any documents concerning the late private investigator Richard Lee Bast (18 Oct 1932 - 21 Mar 2001, SSN 578-40-9899, proof of death: https://familysearch.org/ark:/61903/1:1:JBWR-L3N ), which also mentions ""Scientology"" or refers to any of the following public officials who were widely known to be targeted by Scientology:

1) Former US Federal Court Judge Charles R. Richey (16 Oct 1923 - 19 Mar 1997, SSN 286-14-4651, Proof of death: http://nyti.ms/1L5LT22 )

2) Former US Federal Court Judge Isaac Benjamin Krentzman Jr. (aka Ben Krentzman, 21 Mar 1914 - 29 Mar 1998, SSN 263-50-4179, Proof of death: http://bit.ly/1cCdqwU )

3) Former NY attorney John Seffern (09 Aug 1924 - 05 May 1999, SSN 398-16-1505, Proof of death: http://bit.ly/1MyRMVO )

Please search the cross-reference and ELSUR indices, in addition to the Central Records System, when identifying responsive documents for this request.",1323792-001,False,1735,1085,Scientology is Fair Game,scientology,0.00,2016-09-15 04:00:00+00:00,2016-10-14,,fbi-file-of-scientology-private-investigator-richard-bast-28204
kraken,FBI File on Ernesto Fonseca Carrillo,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-on-ernesto-fonseca-carrillo-2930/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A fix is required to perfect the request. The request has been rejected as being too vague, burdensome or otherwise unprocessable.",,False,3036,3018,,,0.00,2013-02-22 05:00:00+00:00,,,fbi-file-on-ernesto-fonseca-carrillo-2930
toholdaquill,FBI file on Graham Greene,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-file-on-graham-greene-37957/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all FBI documents on deceased British novelist Graham Greene. Greene obtained his FBI file in 1984, so the existence of an FBI dossier on him is already public knowledge.

Please include these previously released documents, plus any additional documents generated after 1984. Please also include any and all documents that make mention of Greene or his work.",1374602-000,False,1486,1478,,,0.00,2017-05-22 04:00:00+00:00,,,fbi-file-on-graham-greene-37957
morisy,FBI files on ABC television network,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-abc-television-network-24051/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-11-05,,A copy of the FBI's files on ABC (the television network) aka the American Broadcasting Company/,1345333-000,False,1942,1714,,,3415.00,2016-02-21 05:00:00+00:00,2016-03-28,,fbi-files-on-abc-television-network-24051
morisy,FBI Files on American National Red Cross,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-american-national-red-cross-18326/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A copy of the FBI's files on American National Red Cross.,1330425-000,False,2205,2197,,,0.00,2015-06-03 04:00:00+00:00,,,fbi-files-on-american-national-red-cross-18326
morisy,FBI Files on Gen. Norman Schwarzkopf,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-gen-norman-schwarzkopf-2418/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A letter stating the requester must agree to or prepay assessed or estimated fees in order for the agency to continue processing the request.,,False,3092,3058,,,105.20,2012-12-28 05:00:00+00:00,,,fbi-files-on-gen-norman-schwarzkopf-2418
CSitrin,FBI files on J Wallace LaPrade,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-j-wallace-laprade-20486/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on J. Wallace LaPrade, the former New York chief of the FBI in the 1970s. His death on July 31, 2015 was widely reported:

http://www.nytimes.com/2015/08/13/nyregion/j-wallace-laprade-new-york-fbi-chief-in-70s-dies-at-89.html?ref=obituaries",1335594-000,False,2134,2007,,,130.00,2015-08-13 04:00:00+00:00,,,fbi-files-on-j-wallace-laprade-20486
TangerineBolen,FBI files on Kai Wargalla,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-kai-wargalla-2132/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,,,False,3132,3131,,,0.00,2012-11-18 05:00:00+00:00,,2012-11-19 00:00:00+00:00,fbi-files-on-kai-wargalla-2132
morisy,FBI Files on Salvation Army,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-salvation-army-18324/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A copy of the FBI's files on the Salvation Army.,1330262-000,False,2205,2197,,,0.00,2015-06-03 04:00:00+00:00,,,fbi-files-on-salvation-army-18324
morisy,FBI Files on Slingblade Child Pornographer,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-slingblade-child-pornographer-12561/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on an investigation into the child pornographer known as Slingblade, who was reported to have used Farmville as a communications mechanism. This case was mentioned during the 2010 Law Enforcement Technical Forum.",NFP-35628,False,2530,2513,,,0.00,2014-07-13 04:00:00+00:00,,,fbi-files-on-slingblade-child-pornographer-12561
morisy,FBI Files on United Way,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-united-way-18323/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A copy of the FBI's files on the United Way.,1330443-000,False,2205,2197,,,0.00,2015-06-03 04:00:00+00:00,,,fbi-files-on-united-way-18323
morisy,FBI Files on Venture Capitalist Tom Perkins,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-on-venture-capitalist-tom-perkins-26130/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on Tom Perkins, noted technologist and venture capitalist, who died June 7, 2016.

His death was widely reported, including here:

http://www.nytimes.com/2016/06/10/technology/tom-perkins-dies.html?_r=0",1352453-000,False,1833,1569,,,0.00,2016-06-09 04:00:00+00:00,,,fbi-files-on-venture-capitalist-tom-perkins-26130
zacksampson,FBI Files pertaining to Zvonko Busic,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-pertaining-to-zvonko-busic-6704/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am requesting all FBI documents pertaining to Zvonko Busic, born Jan. 23, 1946 and died Sep. 1, 2013. Proof of death is not required because it was widely reported. See the Washington Post obituary here: http://www.washingtonpost.com/world/zvonko-busic-skyjacker-who-championed-croatian-independence-dies-at-67/2013/09/06/e08d2612-1703-11e3-be6e-dc6ae8a5b3a8_story.html

&quot;Zvonko Busic, a Croatian nationalist who served 32 years in prison in the United States for hijacking a plane and planting explosives that killed a policeman, has committed suicide. He was 67.

Police said Mr. Busic was found dead Sept. 1 at his home in Rovanjska, near the coastal Croatian town of Zadar. They said he left a suicide note.&quot;",,False,2835,2713,,,0.00,2013-09-11 04:00:00+00:00,2013-10-09,,fbi-files-pertaining-to-zvonko-busic-6704
IvanGreenberg,FBI Files Related to FBI Correspondence with the United States Post Office Department,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-files-related-to-fbi-correspondence-with-the-united-states-post-office-department-19491/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I request a copy of all FBI files related to FBI correspondence with the United States Post Office Department.
",NFP-47834,False,2171,2163,,,0.00,2015-07-07 04:00:00+00:00,,,fbi-files-related-to-fbi-correspondence-with-the-united-states-post-office-department-19491
rylanm,FBI FOIA Response Times,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-foia-response-times-30048/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2016-12-14,,Any document that assesses the FBI's FOIA request response times and any document that contains the number of times that the FBI has failed to respond within the required 20 days.,,False,1675,1675,,,0.00,2016-11-14 05:00:00+00:00,2016-12-13,,fbi-foia-response-times-30048
jhaddadin,"FBI investigation in Melrose, Mass.",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-investigation-in-melrose-mass-12623/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I request access to an copies of all FBI records pertaining to the Oct. 25, 2010 search of a home at 71 Lincoln St. in Melrose, Massachusetts, as well as any and all records pertaining to the underlying investigation that spawned the search.",1283132-000,False,2525,2513,,,0.00,2014-07-18 04:00:00+00:00,,,fbi-investigation-in-melrose-mass-12623
mjguariglia,FBI- Investigation of Bundy Ranch Supporters,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-investigation-of-bundy-ranch-supporters-20492/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any investigation findings resulting from any investigation or interviews done in response to Nevada Bureau of Land Management's dispute with Cliven Bundy and his armed supporters between March and May of 2014. Specifically any documents mentioning the armed organization known as ""Oath Keepers.""",1332687-000,False,2134,2045,,,0.00,2015-08-13 04:00:00+00:00,,2015-08-26 00:00:00+00:00,fbi-investigation-of-bundy-ranch-supporters-20492
anthonyroberts,FBI: Jerome Heckenkamp,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-jerome-heckenkamp-27315/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am seeking documents on Jerome Heckenkamp (October 28, 1979 – March 8, 2016), the computer expert born in New South Wales, Australia,  who immigrated to Pewaukee, Wisconsin.",1370477-000,False,1783,1483,,,0.00,2016-07-29 04:00:00+00:00,,,fbi-jerome-heckenkamp-27315
sambiddle,FBI Joint Intelligence Bulletin recipient list,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-joint-intelligence-bulletin-recipient-list-16060/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,I am seeking a list of all private sector and media recipients of the FBI's Joint Intelligence Bulletin service.,1323219-000,False,2319,2219,,,0.00,2015-02-09 05:00:00+00:00,,,fbi-joint-intelligence-bulletin-recipient-list-16060
bdhudson,FBI Mensch,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-mensch-35902/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Any communications which mention or refer to former Tory MP and current freelance journalist (https://www.nytimes.com/2017/03/17/opinion/what-to-ask-about-russian-hacking.html?_r=0) Louise Mensch. Please limit the date range to 11/08/16 - 4/9/17.,1371911-000,False,1528,1517,,,0.00,2017-04-10 04:00:00+00:00,,,fbi-mensch-35902
EricAnderson,FBI Most Wanted - Mogilevich,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-most-wanted-mogilevich-42549/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Email correspondence concerning the removal of Semion Mogilevich from the Most Wanted list in November 2015.,1383704-000,False,1388,1373,,,0.00,2017-08-28 04:00:00+00:00,,,fbi-most-wanted-mogilevich-42549
JerryJordan,FBI: Murray Rothbard,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-murray-rothbard-38711/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of FBI files on Murray Rothbard, whose death was widely reported in the media on January 7, 1995.

I also request that, if appropriate, fees be waived as I believe this request is in the public interest. The requested documents will be made available to the general public free of charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.",1377717-000,False,1464,1455,,,0.00,2017-06-13 04:00:00+00:00,,,fbi-murray-rothbard-38711
ShawnMusgrave,FBI-NYPD Joint Terrorism Task Force MOU (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-nypd-joint-terrorism-task-force-mou-9723/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The memorandum of understanding (MOU) or memorandum of agreement (MOA) between NYPD and the FBI for the Joint Terrorism Task Force. Please note, this is not a request for investigative files. ",1246673-000 ; AP-2015-01564,False,2731,2149,,,0.00,2013-12-24 05:00:00+00:00,2014-01-28,2015-07-29 00:00:00+00:00,fbi-nypd-joint-terrorism-task-force-mou-9723
mjguariglia,FBI- Office Administration,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-office-administration-24174/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any  files from before 1935 generated by the FBI or its precursor the Bureau of Investigation retained under the files series ""Office Administration"" recently classified by series number 319T1",NFP-54219,False,1937,1923,,,0.00,2016-02-26 05:00:00+00:00,,,fbi-office-administration-24174
cjciaramella,FBI records on parallel construction,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-records-on-parallel-construction-10520/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any FBI memos, training materials and reports regarding the practice of parallel construction.",1254772-000,False,2678,2582,,,0.00,2014-02-15 05:00:00+00:00,2014-03-17,,fbi-records-on-parallel-construction-10520
reporterbrooke,FBI Report,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-report-14108/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All files, correspondence, or other records concerning myself. ",1310278-000,False,2414,2403,,,0.00,2014-11-06 05:00:00+00:00,,,fbi-report-14108
emilysweeney,"FBI Report of SA John F. Kehoe Jr. from May 31, 1963",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-report-of-sa-john-f-kehoe-jr-from-may-31-1963-30254/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I'd like to get a copies of the FBI Report of SA John F. Kehoe Jr. from May 31, 1963 titled ""La Causa Nostra,"" Boston Field office No. 92-605, BU No. 92-6054",1361996-000,False,1666,1610,,,0.00,2016-11-23 05:00:00+00:00,,,fbi-report-of-sa-john-f-kehoe-jr-from-may-31-1963-30254
morisy,FBI's anti-bugging techniques procedure,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbis-anti-bugging-techniques-procedure-80/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request under the Freedom of Information Act.  I hereby request the following records:

FBI File Number 62-HQ-97308: This is a 2080 page file about Technical Security Surveys, the process of checking locations for bugging and other surveillance devices.

I also request that, if appropriate, fees be waived as I believe this request is in the public interest. The requested documents will be made available to the general public free of  charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 10 business days, as the statute requires.

Sincerely,

Michael Morisy
Filed via MuckRock.com
185 Beacon St. #3
Somerville, MA 02143

Daytime: (857) 488- 3081
E-mail: requests@muckrock.com",,False,3934,3925,,,60.00,2010-09-08 04:00:00+00:00,,,fbis-anti-bugging-techniques-procedure-80
EmmaBest,FBI: Serial Filer List,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-serial-filer-list-50108/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request pursuant to the Freedom of Information Act. 

I hereby request records pertaining to any vexsome filter list, vexatious filer list, serial filer list,  nuisance filer list, or any other list or compilation (and drafts and derivations thereof) that lists FOIA requesters based on the quantity or type of FOIA requests they have submitted, or their behavior relating to FIOA requests.

Additionally, I request any and all records that describe how names or organizations have been, are, or could be added or removed from that list, or how being on such a list impacts the processing or charging of fees for the individuals or organizations on the list(s)

I am a member of the news media and request classification as such. I have previously written about the government and its activities for AND Magazine, MuckRock and Glomar Disclosure and have an open arrangement with each. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. In addition, I discuss and comment on the files online and make them available through the non-profit Internet Archive, disseminating them to a large audience. While my research is not limited to this, a great deal of it, including this, focuses on the activities and attitudes of the government itself. As such, it is not necessary for me to demonstrate the relevance of this particular subject in advance. Additionally, case law states that “proof of the ability to disseminate the released information to a broad cross- section of the public is not required.” Judicial Watch, Inc. v. Dep’t of Justice, 365 F.3d 1108, 1126 (D.C. Cir. 2004); see Carney v. U.S. Dep’t of Justice, 19 F.3d 807, 814-15 (2d Cir. 1994). Further, courts have held that ""qualified because it also had “firm” plans to “publish a number of . . . ‘document sets’” concerning United States foreign and national security policy."" Under this criteria, as well, I qualify as a member of the news media. Additionally, courts have held that the news media status ""focuses on the nature of the requester, not its request. The provision requires that the request be “made by” a representative of the news media. Id. § 552(a)(4)(A)(ii)(II). A newspaper reporter, for example, is a representative of the news media regardless of how much interest there is in the story for which he or she is requesting information."" As such, the details of the request itself are moot for the purposes of determining the appropriate fee category. As such, my primary purpose is to inform about government activities by reporting on it and making the raw data available and I therefore request that fees be waived.

The requested documents will be published and made available to the general public, and this request is not being made for commercial purposes. The requested records will be used for non-commercial research and journalism purposes, and will significantly contribute to an understanding of government activities by the general public.

Please ensure that any and all systems, databases, stores, and drives are searched for responsive data.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD/DVD if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

Tony Webster",,False,1203,854,,,0.00,2018-03-01 05:00:00+00:00,,,fbi-serial-filer-list-50108
morisy,FBI's files on Goodwill Industries,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbis-files-on-goodwill-industries-18327/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,A copy of the FBI's files on Goodwill Industries,1330441-000,False,2205,2197,,,0.00,2015-06-03 04:00:00+00:00,,,fbis-files-on-goodwill-industries-18327
morisy,FBI's Public Documents on Donald Trump,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbis-public-documents-on-donald-trump-24053/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A request a copy of any public documents, reports, newspaper clippings, and other materials the FBI has compiled on presidential candidate Donald Trump, consisting of materials that are drawn from the public domain and, as such, are releasable under the FOIA and Privacy Act.",1346340-000,False,1942,1911,FOIA the Trump Administration,,0.00,2016-02-21 05:00:00+00:00,,,fbis-public-documents-on-donald-trump-24053
toholdaquill,FBI: Surveillance Animals,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-surveillance-animals-37176/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Number of dogs and other animals used for surveillance purposes by the FBI per calendar year for the years 1980 to the present. Please include number of kennels around the world, their locations, and the number of humans paid by the FBI to care for the animals. Please also include annual budget for maintenance of said animals. Please also include policy documents that outline the Bureau's euthanasia policy for animals no longer fit for service.

An example of an animal used for surveillance purposes: An undercover FBI agent engaged in sidewalk surveillance with a small lap dog on a leash in order to attract less attention. This example should not be construed to limit the search for other species of animals used for surveillance in other, different, contexts.",NFP-72563,False,1505,1483,,,0.00,2017-05-03 04:00:00+00:00,,,fbi-surveillance-animals-37176
RobbyD,FBI: Thomas Kinkade,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-thomas-kinkade-8294/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Documents regarding the American artist Thomas Kinkade, whose 2012 death was widely reported in the media.

Specifically, any documents related to a mid-2000s investigation involving the artist.

See also:  http://articles.latimes.com/2006/aug/29/business/fi-kinkade29",1249213-000,False,2800,2681,,,35.00,2013-10-16 04:00:00+00:00,,,fbi-thomas-kinkade-8294
JPatBrown,FBI: Thomas Kinkade,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-thomas-kinkade-32156/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Documents regarding the American artist Thomas Kinkade, whose 2012 death was widely reported in the media.
http://articles.latimes.com/2012/apr/08/local/la-me-thomas-kinkade-20120408

I am journalist who writes extensively about FBI files - https://www.muckrock.com/project/subjects-matter-fbi-files-10/, which have received national and international attention - http://www.dailymail.co.uk/news/article-3219376/Undercover-FBI-agents-spy-annual-Burning-Man-festival-light-ongoing-war-terrorism-use-test-new-intelligence-collection-technology.html",1365861-000,False,1608,1105,,,40.00,2017-01-20 05:00:00+00:00,,,fbi-thomas-kinkade-32156
phileil,FBI: William Zinsser,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fbi-william-zinsser-26401/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of FBI files on William Zinsser, renowned journalist and writing teacher, whose death was widely reported in the media on May 12, 2015.",,False,1819,1818,,,0.00,2016-06-23 04:00:00+00:00,,,fbi-william-zinsser-26401
aete2the,FCCCryFoul,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/fcccryfoul-21249/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Records or complaints referred from the Federal Communications Commission (FCC) regarding violations of licensed spectrum. Include third party complaints or records where the FCC is a party. Any inquiries or records pertaining to Enforcement Bureau (EB) within FCC in scope of this request.,NFP-49512,False,2104,2095,,,0.00,2015-09-12 04:00:00+00:00,,,fcccryfoul-21249
aete2the,FederalDisruption,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/federaldisruption-18313/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The number of times a ""disruption strategy"" has been applied against an individual or organization by year, since 2007. Consider all use of ""disruption strategy"" after a preliminary investigation, or full investigation, or any other reason, within scope of this request for count of use this technique.",NFP-47010,False,2205,2185,,,0.00,2015-06-03 04:00:00+00:00,,2015-06-18 00:00:00+00:00,federaldisruption-18313
