User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
IvanGreenberg,FBI records referring to “harassment” (Federal Bureau of Investigation),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-records-referring-to-harassment-federal-bureau-of-investigation-79062/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I seek all FBI files and communications, including emails and online postings,  with the subject heading “harassment.”",NFP-113154,FALSE,668,644,,,0.00,2019-08-18 19:40:52.720993+00:00,2019-09-16,2019-09-11 11:36:16.730719+00:00,fbi-records-referring-to-harassment-federal-bureau-of-investigation-79062
trotter,FBI Report about Congressional trip to Israel,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-report-about-congressional-trip-to-israel-15443/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI’s file or report regarding a trip to Israel involving several members of Congress in 2012. The FBI’s involvement has been widely reported in news media:

http://www.politico.com/news/stories/0812/79865.html

Please limit, if practicable, this request to documents have been previously processed under the provisions of the Freedom of Information Act.",NFP-43008,FALSE,2353,2344,,,0.00,2015-01-06 05:00:00+00:00,2015-02-04,2015-01-15 00:00:00+00:00,fbi-report-about-congressional-trip-to-israel-15443
DavidBixenspan,FBI request Re: Mel Phillips,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-request-re-mel-phillips-38557/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All records mentioning or otherwise relevant to former Titan Sports/World Wrestling Federation ring announcer and road crew staffer Mel Phillips, full name Melvin Douglas Phillips. As proof of death I have attached the LexisNexis profile entry for Phillips.","1377360-000, DOJ-AP-2018-001222",FALSE,1470,1276,,,0.00,2017-06-07 04:00:00+00:00,2017-07-06,2017-12-18 00:00:00+00:00,fbi-request-re-mel-phillips-38557
DavidBixenspan,FBI request Re: Terry Garvin,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-request-re-terry-garvin-38558/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request under the Freedom of Information Act, which should be fulfilled digitally via email attachment, web upload, or CD-ROM, with all correspondence sent via email. I should be categorized as a media requester. This request is part of my reporting process, and I will use the materials in my coverage for Deadspin. I hereby request the following records:

All records mentioning or otherwise relevant to former Titan Sports/World Wrestling Federation ring announcer and road crew staffer Mel Phillips, full name Melvin Douglas Phillips. As proof of death I have attached the LexisNexis profile entry for Phillips.

Please search for as well as provide the results and products of all of the following:
* Main file records.
* Cross-reference records.
* The products of an ELSUR search.
* All records of past requests and denials for records pertaining to this case file.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. Again, I would prefer the request filled electronically, by e-mail attachment or web upload if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

David Bixenspan",1379581-000,FALSE,1470,1155,,,0.00,2017-06-07 04:00:00+00:00,2017-11-16,2018-04-17 00:00:00+00:00,fbi-request-re-terry-garvin-38558
runa,FBI requests for data from Facebook,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-requests-for-data-from-facebook-14165/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,FBI requests for data from Facebook,1314534-000,FALSE,2408,2385,,,0.00,2014-11-12 05:00:00+00:00,2014-12-11,2014-12-05 00:00:00+00:00,fbi-requests-for-data-from-facebook-14165
rweisensee,FBI Research into the Detection of Deception,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-research-into-the-detection-of-deception-50193/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2018-06-25,,"Any research conducted or sponsored by the FBI in the period Jan 1, 1950 to Dec 31, 1982 concerning the identification of deception in subjects through facial expression or body language.",,FALSE,1198,1177,,,0.00,2018-03-06 05:00:00+00:00,2018-04-03,,fbi-research-into-the-detection-of-deception-50193
RobbyD,FBI: Reverend Leonard Westberg,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-reverend-leonard-westberg-109297/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any records mentioning  the Reverend Leonard Westberg of the Faith Tabernacle United Pentecostal Church in Junction City, Kansas. Reverend Leonard Westberg was born on October 10th of 1925 and died on September 3rd of 2001. Photographs of Reverend Westberg's gravestone are posted online, as are obituaries:

https://www.findagrave.com/memorial/50657110/leonard-e_-westberg#source

Reverend Leonard Westberg was likely interviewed during the investigation into the disappearance of Beverly Ann Ward in Junction City, Kansas, in 1978. Please include a search for any FD-302 interview forms between Leonard Westberg and agents of the bureau. 

Please ensure a search of the Kansas City and Washington Field Offices. 

Please include all potentially responsive materials, including but not limited to all communications, reports, inquiries, investigations, photographs, audio files, video files, memos, directives, etc. Please include all materials found in other subject files and all materials associated with any potentially-related names and any other known aliases, nicknames, code names, or any other identifying pseudonyms or references utilized by this agency. Please consult the Central Records System and records, the Electronic Surveillance (ELSUR) Data Management System and records, Microphone Surveillance (MISUR) records, Physical Surveillance (FISUR) records, Technical Surveillance (TESUR) records, and all available cross-reference indices, databases, and records, in addition to any other locations containing potentially-responsive materials related to Reverend Leonard Westberg. 

According to a blog post I just read, it is important that I state the following: ""As you know, your agency is required to search the records stored at NARA’s Washington Records Center in Suitland, MD, but still technically under your agency’s control. For more information see 36 CFR 1250.8"" Please also conduct a search of records at NARA's Washington Records Center in Suitland, for records related to Leonard Westberg.",1491275-000,FALSE,104,97,,,0.00,2021-03-04 08:04:32.761468+00:00,2021-04-01,2021-03-11 04:56:00+00:00,fbi-reverend-leonard-westberg-109297
RobbyD,FBI: Richard Mellon Scaife,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-richard-mellon-scaife-12458/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Documents related to the well known Richard Mellon Scaife.  A public figure whose death was widely reported in the media:

http://www.post-gazette.com/local/2014/07/04/Tribune-Review-publisher-Scaife-dies/stories/201407040150

Per my understanding of the FOIA process and the FBI, I request that a full search be done for not only main file records, but also for any ""cross-referenced"" records that may exist.

I also ask that as a part of this request, an ELSUR (Electronic Surveillance) search be undertaken.",1278634-0,FALSE,2539,2477,,,0.00,2014-07-04 04:00:00+00:00,,,fbi-richard-mellon-scaife-12458
carolinehaskins,"FBI, Ring",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-ring-78898/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Law enforcement agencies around the country have “partnerships” with Ring, Amazon’s home security company. These partnerships involve an exchange: Law enforcement gets access to Ring’s “Law Enforcement Neighborhoods Portal.” The Law Enforcement Neighborhood Portal is a way that police can request Ring camera footage from people that use Neighbors, Ring has a ""neighborhood watch"" app. (https://www.vice.com/en_us/article/qvg48d/everything-you-need-to-know-about-ring-amazons-surveillance-camera-company) 

Therefore, I hereby request the following records from the FBI and its 56 field offices:

1) All instructional materials, presentations and presentation materials (including recorded video and audio, PowerPoint files, prepared remarks, and slides formats), and other guidance on the use of Ring devices and/or the Neighbors app. This includes A) any notes taken during meetings that discussed the use of Ring devices and/or the Neighbors app, B) any explanations (whether internally or externally generated) of how Ring devices and/or the Neighbors app work, and C) any other document that has been used to help explain the use of Ring devices and/or the Neighbors app to any party, including internal documentation, public relations materials, and executive summaries.

2) A copy of any privacy impact assessments, use policies, standard operating procedures, data retention policies, legal opinions, warranties, non-disclosure agreements, contracts, liability waivers, insurance agreements, Requests for Proposals, Responses to Requests for Proposal, Memorandums of Understanding, Letters of Interest, usage policies, or informal agreements between the police department and Ring.

3) A copy of any funding opportunity announcements, grant applications and grantor status/progress reports, reports to legislative bodies, annual reports that mention Ring or the Neighbors app, as well as audit records, including but not limited to security audits of the software, misuse reports, and reports to oversight bodies.

4) Any digital communications including but not limited to emails and text messages) as well as documents, (including but not limited to PDF, word processing, excel, and slide documents) that mention Ring or the Neighbors app.

5) Any digital communications (including but not limited to emails and text messages) with Ring representatives.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes. It will be used in the course of reporting for Motherboard, VICE’s science and technology website (www.motherboard.vice.com).",1444629-000,FALSE,674,649,,,0.00,2019-08-12 16:42:28.467845+00:00,2019-09-10,2019-09-06 04:56:00+00:00,fbi-ring-78898
RobbyD,FBI: Shirley Temple Black,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-shirley-temple-black-10479/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Documents related to Shirley Temple Black, whose recent death was widely reported in the media:

http://www.latimes.com/la-me-shirley-temple-black-20140211,0,1695952,full.story#axzz2t1KDW0Gy


Per my understanding of the FOIA process and the FBI, I request that a search be done not only for main file records but also for any ""cross-referenced"" records that may exist.

I also ask that as a part of this FOIA, an ELSUR (Electronic Surveillance) search be undertaken.",1254987-000,FALSE,2682,2477,,,0.00,2014-02-11 05:00:00+00:00,,,fbi-shirley-temple-black-10479
leematt10,FBI Shootings Processing Notes,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-shootings-processing-notes-6032/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,The processing notes for the request filed by the New York Times regarding shootings committed by FBI agents that were then investigated internally. The request is referenced in the following article: http://www.nytimes.com/2013/06/19/us/in-150-shootings-the-fbi-deemed-agents-faultless.html?pagewanted=all&amp;_r=0,1218901-000,FALSE,2919,2610,,,0.00,2013-06-19 04:00:00+00:00,,2014-04-24 00:00:00+00:00,fbi-shootings-processing-notes-6032
RobbyD,FBI: Sons of the Gestapo,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-sons-of-the-gestapo-6081/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any files on the Sons of the Gestapo group, implicated in the long unsolved Palo Verde train derailment case:

http://en.wikipedia.org/wiki/1995_Palo_Verde,_Arizona_derailment",REFF-2014-02711,FALSE,2908,2469,,,0.00,2013-06-30 04:00:00+00:00,2013-07-29,2014-09-12 00:00:00+00:00,fbi-sons-of-the-gestapo-6081
titanous,FBI Stingray disclosure notifications,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-stingray-disclosure-notifications-17219/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All correspondence sent and received discussing disclosure and the suppression of disclosure of information about cell site simulators aka ""Stingray"" devices.

For reference, I have attached an example NDA executed with the Erie County Sheriff's Office that requires disclosure:

- under section 7 if information will be disclosed in civil or criminal proceedings;
- under section 9 if a court order requires disclosure of information; and
- under section 11 if a FOIA request or equivalent process requests disclosure

Please note that I am requesting all similar disclosures, not just disclosure under the attached NDA.

Inbound messages may have been communicated to the following offices via mail, phone, or email:

Assistant Director
Operation Technology Division
Federal Bureau of Investigation
Engineering Research Facility
Building 27958A, Pod A
Quantico, Virgina 22135
(703) 985-6100

Unit Chief
Tracking Technology Unit
Operation Technology Division
Engineering Research Facility
Building 27958A, Pod B
Quantico, Virgina 22135
(703) 985-6840",1326537-000 ; AP-2015-03968,FALSE,2260,2147,,stingray,0.00,2015-04-09 04:00:00+00:00,2015-05-07,2015-07-31 00:00:00+00:00,fbi-stingray-disclosure-notifications-17219
ShawnMusgrave,FBI StingRay NDA log,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-stingray-nda-log-13532/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A log of all state and local law enforcement that have completed non-disclosure agreements consistent with the conditions on the equipment authorization granted to Harris Corporation by the Federal Communications Commission (FCC) prior to the acquisition and use of the equipment/technology authorized by the FCC authorization.

I have attached one such NDA completed by the Tacoma Police Department in January 2013.",AP-2015-00341 ; 1299994-000,FALSE,2459,2344,The Spy In Your Pocket,,0.00,2014-09-22 04:00:00+00:00,2014-10-21,2014-10-02 00:00:00+00:00,fbi-stingray-nda-log-13532
ShawnMusgrave,FBI StingRay nondisclosure agreements,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-stingray-nondisclosure-agreements-13773/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all nondisclosure agreements signed between the FBI and state and local law enforcement agencies regarding cell site simulator equipment manufactured by the Harris Corporation. 

I have attached one such NDA completed by the Tacoma Police Department in January 2013.",1305255-000 ; AP-2015-01565,FALSE,2442,2101,The Spy In Your Pocket,,0.00,2014-10-09 04:00:00+00:00,2014-11-07,2015-09-15 00:00:00+00:00,fbi-stingray-nondisclosure-agreements-13773
ShawnMusgrave,FBI StingRay operator training standards,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-stingray-operator-training-standards-17503/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The operator training standards for operators of cell site simulators, as identified by the FBI and indicated to local/state law enforcement agencies. ",1327819-000,FALSE,2247,2113,The Spy In Your Pocket,,0.00,2015-04-22 04:00:00+00:00,2015-05-20,2015-09-03 00:00:00+00:00,fbi-stingray-operator-training-standards-17503
patrick,FBIs Twitter DMs + Blocked Users,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbis-twitter-dms-blocked-users-28392/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"1. A list of users blocked from accessing  FBI's official Twitter account (@FBI) as of the day this request is processed. 
2. All Direct Messages sent or received from the official FBI account (@FBI) as of the day this request is processed. 

Accounts blocked can be found at: https://twitter.com/settings/blocked when logged into the account.

https://twitter.com/FBI","13593-0, DOJ-AP-2017-001325",FALSE,1729,1514,,,0.00,2016-09-21 04:00:00+00:00,,2017-04-24 00:00:00+00:00,fbis-twitter-dms-blocked-users-28392
rweisensee,FBI surveillance or knowledge of surveillance,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-surveillance-or-knowledge-of-surveillance-50143/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2018-06-20,,"Any and all documents concerning FBI surveillance or FBI knowledge of surveillance by other state, local or federal agencies of any journalists within Los Angeles County in in the year 2012.",,FALSE,1200,1182,,,0.00,2018-03-04 05:00:00+00:00,2018-03-30,,fbi-surveillance-or-knowledge-of-surveillance-50143
DoxJunky,FBI Surveillance Records on Scientology,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-surveillance-records-on-scientology-16593/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"(1) a copy of the results displayed when a search is performed on the current ELSUR Recordkeeping System (ERS) listing all the records found where the subject or location of surveillance includes the word ""Scientology"" and the record is dated from 1995 or earlier. If no search results are returned, I would like to receive a copy of something documenting that outcome instead.

(2) A copy of all manually kept index cards for the previous ELSUR Recordkeeping System, prior to 1991, that were not entered into the automated system (ERS Permanent) where the subject or location of surveillance includes the word ""Scientology.""  According to a publicly available REQUEST FOR RECORDS DISPOSITION form from 2010, the manually kept ERS index cards I am seeking are supposed to be maintained by the FBI and not transferred to the National Archives for 50 years after the date of the court order authorizing the collection or 50 years after closure of the related case file, whichever is later. Reference: http://1.usa.gov/1Mi0DdJ

Please note, I am not requesting the actual ELSUR surveillance files related to the items requested above at this time. I am simply seeking a copy of the record summary information that is displayed on the automated ERS search results screen, and/or captured on the manually kept ERS index cards, for the criteria I specified. 

I also request that, if appropriate, fees be waived as I believe this request is in the public interest due to a recently self-published book by a former Church of Scientology member who refers to himself as ""Scientology's No. 1 spy"" during the largest infiltration of government agencies in 1970s known as Operation Snow White. This book, ""Arrows In The Dark"" by author Merrell Vannier, resurrects age-old conspiracy theories disseminated to the media and published independently by the Church of Scientology claiming they were the victims of widespread government infiltration, surveillance and unfair investigation. As such, the public's understanding of government operations will be served by revealing what, if any, surveillance events actually occurred so that these wild claims can be discredited as inaccurate once and for all. Reference: http://www.arrowsinthedark.com/",1324009-0,FALSE,2292,2273,Scientology is Fair Game,"investigations,scientology",0.00,2015-03-08 05:00:00+00:00,2015-04-03,2015-03-27 00:00:00+00:00,fbi-surveillance-records-on-scientology-16593
davidscantling,"FBI: TEDAC Reports, Iraq and Afghanistan (MDR)",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-tedac-reports-iraq-and-afghanistan-mdr-15561/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"1) All documents, reports and imagery related to Iranian manufactured weapons delivered to the Taliban and/or captured by Coalition Forces in Afghanistan during Operation Enduring Freedom, including, but not limited to: Improvised Explosive Devices (""IEDs""), Explosively Formed Penetrators (""EFPs""), Rocket Propelled Grenades (""RPGs""), small arms, and related munitions.

2) All documents, reports and imagery related to Taliban IED and EFP attacks against Coalition Forces and/or Afghan Security Forces in Afghanistan during Operation Enduring Freedom which involved Iranian manufactured weapons, materials, and/or components.

3) All documents, reports and imagery related to Iranian Revolution Guards Corps (""IRGC"") and/or Iranian Quds Force (""IRGC-QF"") support of Taliban IED and EFP supply-chain, manufacturing, financing, and/or training operations and activities in Afghanistan during Operation Enduring Freedom.",1320819-000,FALSE,2349,2163,,,0.00,2015-01-10 05:00:00+00:00,2015-02-11,2015-07-15 00:00:00+00:00,fbi-tedac-reports-iraq-and-afghanistan-mdr-15561
jasonsmathers,"FBI Terrorist Watch List Dearborn, MI residents",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-terrorist-watch-list-dearborn-mi-residents-143/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"See attached document, ""Dearborn FBI.pdf""",,FALSE,3892,3880,,,0.00,2010-10-20 04:00:00+00:00,2010-11-03,2010-10-29 00:00:00+00:00,fbi-terrorist-watch-list-dearborn-mi-residents-143
ShawnMusgrave,FBI Tsarnaev no derogatory information memo,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-tsarnaev-no-derogatory-information-memo-11239/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the November 2012 memorandum indicating there was no derogatory information regarding Tamerlan Tsarnaev. This memorandum was produced by the FBI in response to a USCIS request. 

Per the joint Inspector General review (p 17):

""In late November 2012, in response to a USCIS information request, the FBI conducted a database search and drafted a memorandum stating that there was no derogatory information about [Tamerlan] Tsarnaev.""",1260474-000 ; AP-2014-03347,FALSE,2624,2505,,,0.00,2014-04-10 04:00:00+00:00,2014-05-08,2014-08-07 00:00:00+00:00,fbi-tsarnaev-no-derogatory-information-memo-11239
EmmaBest,FBI vexsome filer list,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-vexsome-filer-list-101730/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"The most recent copy of the ""vexsome filer list"" which may also be known as a ""High Volume Requestors"" list, ""serial filer list"" or a ""nuisance filer list."" Include any other list of FOIA requesters used by your agency which lists FOIA requesters because of the quantity or type of FOIA requests they have submit or any other FOIA related behavior. Please include any FBI or DOJ originated materials describing the list, its purpose, its meaning, and/or how it is used.

I am a member of the press and request classification as such.",1477270-000,FALSE,286,76,,,0.00,2020-09-02 23:22:50.569337+00:00,,2021-04-01 04:56:00+00:00,fbi-vexsome-filer-list-101730
EmmaBest,FBI Visitor Logs,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-visitor-logs-47658/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2018-08-16,,"Copies of all completed FD-426 (Visitors' Logs) forms. Due to public interest in who visits government facilities, as demonstrated by numerous lawsuits for visitors' logs to the White House etc., I request that all duplication fees be waived.","1393999-000, DOJ-AP-2018-003507",FALSE,1250,1065,,,0.00,2018-01-13 05:00:00+00:00,2018-05-17,2018-03-06 00:00:00+00:00,fbi-visitor-logs-47658
krisn,FBI visits to Rocky Mountain Laboratories,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-visits-to-rocky-mountain-laboratories-58604/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A list of all FBI agent visits to Rocky Mountain Laboratories in Hamilton, Montana, from Jan. 1, 2001 through Dec. 31, 2006. Include the agent names, the RML interviewee names, the reasons for the visits, and and any resulting reports, correspondence of memos related to the visits.

If this request is denied in whole or in part, I request that you justify all deletions by reference to specific exemptions of the FOIA.  Please provide all segregable portions of otherwise exempt material.",1411959-000,FALSE,1059,1052,,,0.00,2018-07-23 20:19:50.612358+00:00,2018-08-20,2018-07-30 11:50:28.494335+00:00,fbi-visits-to-rocky-mountain-laboratories-58604
Owen99,FBI Watchlist - TSDB,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fbi-watchlist-tsdb-105957/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Last year, Judge Anthony Trenga ruled that the Watchlist, under the FBI's Terrorist Screening Center, was Unconstitutional  (ELHADY, et al., Plaintiffs, v. Charles H. KABLE, et al.; Case 1:16-cv-00375-AJT-JFA).  
In this court case, the FBI admitted that it provided the Watchlist to hundreds of corporations.  The FBI also provided a current copy of the Watchlist for the court's proceedings.

Please provide a copy of the FBI's Watchlist or the names listed, therein, as provided to the courtroom.
Alternately, please provide a copy of the Watchlist, as provided to numerous United States corporations.",1483784-0,FALSE,183,175,,,0.00,2020-12-15 16:35:04.238640+00:00,2021-01-14,2020-12-23 04:56:00+00:00,fbi-watchlist-tsdb-105957
EmmaBest,"FD-331d, Request for Approval of Official Capacity Involvement in an Outside Organization",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fd-331d-request-for-approval-of-official-capacity-involvement-in-an-outside-organization-47655/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All available completed copies of FD-331d, titled ""Request for Approval of Official Capacity Involvement in an Outside Organization""","1393992-000, DOJ-AP-2018-003514",FALSE,1250,1160,,,0.00,2018-01-13 05:00:00+00:00,,2018-04-13 00:00:00+00:00,fd-331d-request-for-approval-of-official-capacity-involvement-in-an-outside-organization-47655
EmmaBest,FD-331 Special Agent Request to Engage in Outside Employment,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fd-331-special-agent-request-to-engage-in-outside-employment-47654/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Copies of all available completed FD-331 forms, titled ""Special Agent Request to Engage in Outside Employment.""","1393995-000, DOJ-AP-2018-003508",FALSE,1250,1112,,,0.00,2018-01-13 05:00:00+00:00,,2018-05-31 13:08:06.221220+00:00,fd-331-special-agent-request-to-engage-in-outside-employment-47654
LXHXZZTVENTLKU,FD-515 and FD-515a records: C-24 / Eurasian Organized Crime Squad,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fd-515-and-fd-515a-records-c-24-eurasian-organized-crime-squad-82913/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Copies of all original FD-515 records (""Accomplishment Reports""), along with their accompanying FD-515a's (""Supplemental Page to the Accomplishment Report for Organized Crime Program (OCP) Matters Only"") where the field for ""Squad"" on the FD-515 is filled with ""C-24"" or  ""Eurasian Organized Crime Squad.""","1452876-000, A-2020-01230",FALSE,588,281,Eurasian Organized Crime / C-24,"c-24,eurasian organized crime",0.00,2019-11-06 19:53:21.658071+00:00,2019-12-06,2020-02-10 19:18:21.934660+00:00,fd-515-and-fd-515a-records-c-24-eurasian-organized-crime-squad-82913
EmmaBest,FDPS preprocessed,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fdps-preprocessed-63632/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Preprocessed documents in the FDPS system. Per 1:13-cv-00555, “Within FDPS, an electronic file is created for each FOIA/Privacy Act request” that contains “copies of pertinent correspondence,” including the request and the FBI’s response letter; “processing-related documents,” including search slips; and “multiple versions” (i.e., the original version and a redacted version) “of the records processed in response to” the FOIA request. 

I am a member of the news media and request classification as such. I have previously written about the government and its activities, with some reaching over 100,000 readers in outlets such as MuckRock, Motherboard, Property of the People, AND Magazine, Unicorn Riot, and more. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. In addition, I discuss and comment on the files online and make them available through non-profits such as the library Internet Archive and and the journalist non-profit, MuckRock, disseminating them to a large audience. While my research is not limited to this, a great deal of it, including this, focuses on the activities and attitudes of the government itself. As such, it is not necessary for me to demonstrate the relevance of this particular subject in advance.

Additionally, case law states that “proof of the ability to disseminate the released information to a broad cross- section of the public is not required.” Judicial Watch, Inc. v. Dep’t of Justice, 365 F.3d 1108, 1126 (D.C. Cir. 2004); see Carney v. U.S. Dep’t of Justice, 19 F.3d 807, 814-15 (2d Cir. 1994). Further, courts have held that ""qualified because it also had “firm” plans to “publish a number of . . . ‘document sets’” concerning United States foreign and national security policy."" Under this criteria, as well, I qualify as a member of the news media.

Additionally, courts have held that the news media status ""focuses on the nature of the requester, not its request. The provision requires that the request be “made by” a representative of the news media. Id. § 552(a)(4)(A)(ii)(II). A newspaper reporter, for example, is a representative of the news media regardless of how much interest there is in the story for which he or she is requesting information."" As such, the details of the request itself are moot for the purposes of determining the appropriate fee category.

As my primary purpose is to inform about government activities by reporting on it and making the raw data available, I request that fees be waived.","1422212-000, DOJ-AP-2019-002857",FALSE,949,639,,,0.00,2018-11-10 04:06:56.665589+00:00,2018-12-11,2019-09-16 14:11:33.460234+00:00,fdps-preprocessed-63632
Dr.CadeJameson,Ferdinand Silcox,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/ferdinand-silcox-77661/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all memos, files, records, and other materials describing, mentioning or relating to  Ferdinand Silcox (1882-1939), who was Chief of the United States Forest Service. 

I request to have the fees associated with this request waived. The materials desired are for academic research (I am a PhD). The individual I am requesting information on was a government official and information about his activities are in the public interest. Findings associated this request will be disseminated in scholarly journals and source documents will be made freely available to other scholars.",1442668-000,FALSE,699,692,,,0.00,2019-07-18 19:34:37.706793+00:00,2019-08-15,2019-07-25 18:56:37.096947+00:00,ferdinand-silcox-77661
EmmaBest,Fidel Castro FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/fidel-castro-fbi-30301/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Previously unreleased records on Fidel Castro, whose death has been widely reported. http://www.bbc.com/news/world-latin-america-38114953

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records for all relevant names, individuals, agencies and companies. Please search both HQ records as well as all field offices and resident agencies in Florida, Texas and California.

I am a member of the news media and request classification as such. I have previously written about the Bureau for AND Magazine, MuckRock and Glomar Disclosure. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established.",1362429-000,FALSE,1663,75,,,0.00,2016-11-26 05:00:00+00:00,2016-12-23,2021-04-02 04:56:00+00:00,fidel-castro-fbi-30301
